raw_data
"1. Pageant
2. Beauty
3. Education"
"1. Music
2. Music
3. Music"
"1. Football
2. Football
3. Football"
"1. Music
2. Football
3. Beauty"
"1. Battle
2. History
3. Politics"
"1. Politics
2. Politics
3. Politics"
"1. Medicine
2. Anatomy
3. Medicine"
"1. Music
2. Music
3. Music"
"1. Technology
2. Technology
3. Technology"
"1. History
2. Politics
3. Politics"
"1. History
2. War
3. Politics"
"1. Education
2. Civil War
3. Agriculture"
"1. Football
2. Football
3. Football"
"1. Music
2. Music
3. Music"
"1. Econom
2. Technology
3. Law"
"1. History
2. Architecture
3. Religion"
"1. Police
2. Murder
3. Victims"
"1. History
2. Politics
3. Politics"
"1. History
2. Politics
3. Technology"
"1. Television
2. Reality
3. Television"
"1. Amusement
2. Architecture
3. Technology"
"1. History
2. Architecture
3. Immigration from Europe"
"1. Music
2. Music
3. Music"
"1. Music
2. History
3. Music"
"1. History
2. Technology
3. Technology"
"1. Music
2. History
3. Music"
"1. History
2. Politics
3. Technology"
"1. Law
2. Politics
3. Law"
"1. Television
2. Television
3. Medicine"
"1. History
2. History
3. History"
"1. Culture
2. Politics
3. Finance"
"1. Science
2. Technology
3. Technology"
"1. History
2. Military
3. Military"
"1. History
2. Football
3. Football"
"1. Weather
2. Weather
3. Weather"
"1. Weather
2. Weather
3. Weather"
"1. Sports
2. Sports
3. Sports"
"1. History
2. Architecture
3. Superstition and Haunting"
"1. Architecture
2. Architecture
3. Architecture"
"1. Music
2. Music
3. Music"
"1. Music
2. Music
3. Music"
"1. Weather
2. Meteorological history
3. Technology"
"1. Television
2. Television
3. Television"
"1. Sports
2. Sports
3. Technology"
"1. Football
2. Football
3. Football"
"1. Sports
2. Sports
3. Sports"
"1. Music
2. Television
3. Television"
"1. Sports
2. Sports
3. Sports"
"1. Religion
2. History
3. Religion"
"1. Mycology
2. Mushroom
3. Taxonomy"
"1. Aviation
2. Accident
3. Aviation"
"1. History
2. Water
3. Technology"
"1. History
2. History
3. Technology"
"1. History
2. Fashion
3. Sports"
"1. Military
2. Military
3. Military"
"1. History
2. Transport
3. Geography"
"1. Film
2. Music
3. Television"
"1. Agriculture
2. Agriculture
3. Agriculture"
"1. Music
2. Music
3. Music"
"1. History
2. Religion
3. Religion"
"1. Football
2. Football
3. Football"
"1. History
2. War
3. Technology"
"1. History
2. Military
3. Technology"
"1. Game
2. Myth
3. Game"
"1. Music
2. Music
3. Music"
"1. History
2. Technology
3. Military"
"1. Music
2. Music
3. Music"
"1. Law
2. Law
3. Law"
"1. History
2. Technology
3. Technology"
"1. Chemistry
2. History
3. Chemistry"
"1. History
2. Military
3. Technology"
"1. Music
2. Music
3. Music"
"1. Video
2. Video
3. Music"
"1. Transport
2. History
3. Technology"
"1. Weather
2. Meteorological history
3. Weather"
"1. History
2. Sports
3. Technology"
"1. History
2. Technology
3. Military"
"1. Hurricane
2. Relief
3. Agriculture"
"1. Film
2. Superhero
3. Technology"
"1. History
2. Geology
3. Geology"
"1. Wrestling
2. Wrestling
3. Wrestling"
"1. Television
2. Television
3. Television"
"1. History
2. Military
3. Weather"
"1. Music
2. Music
3. Music"
"1. Music
2. Music
3. Music"
"1. History
2. Sports
3. Sports"
"1. History
2. Military
3. Technology"
"1. History
2. Politics
3. Politics"
"1. Television
2. Television
3. Television"
"1. Baseball
2. Baseball
3. Baseball"
"1. Wrestling
2. Sports
3. Sports"
"1. History
2. War
3. Military"
"1. History
2. Government
