bills_M7_dpo
"1. Security
2. Security
3. Security"
"1. Environment
2. Government
3. Conservation"
"1. Family
2. Security
3. Education"
"1. Medicine
2. Medicine
3. Government"
"1. Disability
2. Education
3. Government"
"1. Housing
2. Government
3. Government"
"1. Security
2. Security
3. Security"
"1. Finance
2. Tax
3. Tax"
"1. Heritage
2. Management
3. Government"
"1. Election
2. Election
3. Election"
"1. Economy
2. Economy
3. Economy"
"1. Medicine
2. Government
3. Regulation"
"1. Medicine
2. Medicine
3. Government"
"1. Food
2. Finance
3. Government"
"1. Energy
2. Energy
3. Energy"
"1. Econom
2. Education
3. Security"
"1. Health
2. Health
3. Government"
"1. Election
2. Government
3. Government"
"1. Fellowship
2. Volunteering
3. Regulation"
"1. Housing
2. Housing
3. Government"
"1. Economy
2. Economy
3. Economy"
"1. Modification
2. Home
3. Education"
"1. Textile
2. Innovation
3. Economy"
"1. Substance
2. Administration
3. Administration"
"1. Finance
2. Government
3. Government"
"1. Forest
2. Recovery
3. Security"
"1. Housing
2. Housing
3. Government"
"1. Tax
2. Tax
3. Tax"
"1. Security
2. Security
3. Security"
"1. Government
2. Law
3. Security"
"1. Finance
2. Housing
3. Regulation"
"1. Conservation
2. Conservation
3. Conservation"
"1. Econom
2. Education
3. Econom"
"1. Security
2. Security
3. Security"
"1. Finance
2. Law
3. Regulation"
"1. Government
2. Government
3. Government"
"1. Tax
2. Tax
3. Women"
"1. Transport
2. Transport
3. Transport"
"1. Education
2. Education
3. Education"
"1. Economy
2. Economy
3. Economy"
"1. Housing
2. Finance
3. Government"
"1. Finance
2. Education
3. Regulation"
"1. Tax
2. Government
3. Art"
"1. Immigration
2. Employment
3. Employment"
"1. Finance
2. Housing
3. Government"
"1. Marriage
2. Law
3. Government"
"1. Access
2. Recreation
3. Conservation"
"1. Grazing
2. Land
3. Management"
"1. Security
2. Education
3. Security"
"1. Design
2. Law
3. Transport"
"1. Geospatial
2. Government
3. Research"
"1. Government
2. Technology
3. Government"
"1. Security
2. Security
3. Security"
"1. Crime
2. Security
3. Security"
"1. Finance
2. Economy
3. Government"
"1. Security
2. Security
3. Security"
"1. Finance
2. Government
3. Government"
"1. Finance
2. Security
3. Security"
"1. Housing
2. Government
3. Government"
"1. Compens
2. Finance
3. Finance"
"1. Security
2. Technology
3. Medicare"
"1. Education
2. Finance
3. Education"
"1. Environment
2. Government
3. Engineering"
"1. Security
2. Security
3. Security"
"1. Park
2. Management
3. History"
"1. Security
2. Energy
3. Government"
"1. Energy
2. Transport
3. Regulation"
"1. Tax
2. Finance
3. Tax"
"1. Nuclear
2. Waste
3. Regulation"
"1. Health
2. Government
3. Government"
"1. Land
2. Environment
3. Government"
"1. Park
2. Education
3. Conservation"
"1. Finance
2. Government
3. Security"
"1. Finance
2. Government
3. Regulation"
"1. Security
2. Law
3. Security"
"1. Economy
2. Economy
3. Economy"
"1. Finance
2. Economy
3. Government"
"1. Tax
2. Transport
3. Social"
"1. Finance
2. Finance
3. Regulation"
"1. Housing
2. Government
